Max_achat;Date;CODE;  desc;Nom du demandeur;Resposable;Type;Description;fournisseur;Quantité; P.U ;Montant;service;Agence;observation;FA N°;Colonne1
45717Prod0025;01/03/2025;Prod0025;Liaison louée internationale;NALI AIME;NALI AIME;Prestation Telma;0;Yas;1;57 000 000,00;57 000 000,00;DSI;Siège;LCI de AFG Bank Madagascar Avril 2025;FC SIE 25004766 A;
45717Prod0025;01/03/2025;Prod0025;Liaison louée internationale;NALI AIME;NALI AIME;Prestation Telma;0;Yas;1;30 000 000,00;30 000 000,00;DSI;Siège;LCI de AFG Bank Comores Avril 2025;FC SIE 25004766B;
45717Prod0055;01/03/2025;Prod0055; Connexion internet;NALI AIME;NALI AIME;internet;0;Yas;1;9 002 400,00;9 002 400,00;DSI;Siège;Interco avec le siège / Tamatave / Ankadimbahoaka et Colbert mois d'Avril;6977575;
45717Prod0055;01/03/2025;Prod0055; Connexion internet;NALI AIME;NALI AIME;internet;0;Yas;1;744 000,00;744 000,00;DSI;Siège;SMPP Relay Avril25;F250915180;
45717Prod0055;01/03/2025;Prod0055; Connexion internet;NALI AIME;NALI AIME;internet;0;Yas;1;30 192 000,00;30 192 000,00;DSI;Siège;Connexion internet siège Avril25;7014318;
45717prod0101;01/03/2025;prod0101;Loyer GAB BUT ;SUZY;NONLA;Prestation;0;SIRR;1;750 000,00;750 000,00;DAMG;Siège;Loyer GAB But Mars25;FA2500449;
45717Prod0051;01/03/2025;Prod0051;Loyer Tamatave;SUZY;NONLA;Prestation Loyer;0;SCI LAM;1;12 274 465,90;12 274 465,90;DAMG;Agence Tamatave;Loyer agence Tamatave mois de Mars25;FC1702344;
45717Prod0053;01/03/2025;Prod0053;Abonnement puce Orange;NALI AIME;NALI AIME;Prestation ;0;ORANGE;1;192 938,59;192 938,59;DSI;Siège;Abonnement puce orange mois de Fev25;1624763;
45718Prod0009;02/03/2025;Prod0009;Hébergement missionnaires;SUZY;NONLA;Hébergement;0;IBIS;1;2 226 300,00;2 226 300,00;DAMG;Siège;Hebergement Armel;12932;
45719prod0110;03/03/2025;prod0110;loyer digital corner analamahitsy;SUZY;NONLA;prestation;0;DTM Sarl;1;2 284 590,00;2 284 590,00;DAMG;GAB Analamahitsy;Loyer Gab Analamahitsy Mar25;BT-DTM/FAC/BD/006/25;
45719Prod0007;03/03/2025;Prod0007;Mise à disposition intérimaires ;SUZY;NONLA;Prestation interimaires;0;EQUITY TRADE (IABI job service);1;590 372,00;590 372,00;DAMG;Siège;Heures supplémentaire Elisa + Regularisation Onja;F.2025.0011;
45719Prod0072;03/03/2025;Prod0072;Redevance BFM;SUZY;NONLA;Redevance;0;BANKY FOIBEN'I MADAGASIKARA;1;3 718 800,00;3 718 800,00;DAMG;Siège;Redevance de la BFM de 3 718 800 Ar;5 530;
45719Prod0009;03/03/2025;Prod0009;Hébergement missionnaires;SUZY;NONLA;Hébergement;0;SIA;1;31 056 000,00;31 056 000,00;DAMG;Siège;Hébergement retraite stratégique CODIR;72705;
45720prod0104;04/03/2025;prod0104;location imprimante 6em etage déplacé 2 ème ;SUZY;NONLA;prestation;0;SODIM;1;884 468,00;884 468,00;DAMG;Siège;Location imprimante 2 ème étage mois de fev25;F830576;
45720prod0105;04/03/2025;prod0105;location imprimante agence Tamatave;SUZY;NONLA;prestation;0;SODIM;1;682 633,20;682 633,20;DAMG;Agence Tamatave;Location imprimante agence Tamatave fev25;F830577;
45720prod0106;04/03/2025;prod0106;prestation(organisation et gestion);SUZY;NONLA;prestation;0;CATEIN GERARD;1;14 400 000,00;14 400 000,00;DAMG;Siège;Reglement acompte ;0012/GC/2025;
45720DIV0049;04/03/2025;DIV0049;Sac de transport de fond 120*76;TOLOTRA;DANIEL;divers;0;Gasik'art service;60;71 800,00;4 308 000,00;DO;Siège;Achat de sac de transfert de fond 120*76;684;
45720Prod0064;04/03/2025;Prod0064;Loyer Colbert;SUZY;NONLA;Prestation ;0;HOTEL COLBERT;1;16 623 360,00;16 623 360,00;DAMG;Agence Colbert;Loyer Agence Colbert Mars25;78017;
45720prod0102;04/03/2025;prod0102;location imprimante 1er etage;SUZY;NONLA;prestation;0;SODIM;1;726 196,80;726 196,80;DAMG;Siège;Location imprimante SODIM au 1 ère etage mois de Fev 25;F830573;
45720prod0103;04/03/2025;prod0103;location imprimante agence RDC;SUZY;NONLA;prestation;0;SODIM;1;650 928,00;650 928,00;DAMG;Siège;Location imprimante SODIM pour l'agence au RDC du siège;F830575;
45720DIV0013;04/03/2025;DIV0013;Recharge Bonbonne d'eau;SUZY;NONLA;Divers;0;WIDISTRI;13;25 000,00;325 000,00;DAMG;Siège;Recharge bonbonne d'eau du 04/03/2025 au 10/03/2025 ET 05 bonbonne pour Agence Colbert;CPT10190325;
45720DIV0013;04/03/2025;DIV0013;Recharge Bonbonne d'eau;SUZY;NONLA;Divers;0;WIDISTRI;13;25 000,00;325 000,00;DAMG;Siège;Recharge bonbonne de 13 bonbonnes d'eau pour le siège;CPT10190325;
45721IMP0001;05/03/2025;IMP0001;Paravents de 3 fonds de chèques;SUZY;NONLA;Travaux d'impressions et publicité;0;GRAPHOPRINT ;36000;394,92;14 217 120,00;DAMG;Siège;Edition de 12000 paravents de 3 fonds de chèque pour le mois de mars 2025;53979/25;
45721EV002;05/03/2025;EV002;Entretien véhicule 10000km;SUZY;NONLA;Entretien véhicule ;0;AUTO DIFFUSION ;1;1 385 545,20;1 385 545,20;DAMG;Siège;Entretien 10 000 km de la voiture de Miora DCE;AD/SAV/2025/0194;
45722DIV0007;06/03/2025;DIV0007;Essui-tout GM;SUZY;NONLA;Divers;0;KIBO;10;19 583,33;195 833,30;DAMG;Siège;Achat produit d'entretien mois de Mars 2025;KIB012503FACL103883;
45722DIV0036;06/03/2025;DIV0036;Désodorisant;SUZY;NONLA;Divers;0;KIBO;5;7 000,00;35 000,00;DAMG;Siège;Achat produit d'entretien mois de Mars 2025;KIB012503FACL103883;
45722DIV0021;06/03/2025;DIV0021;Sac poubelle;SUZY;NONLA;Divers;0;KIBO;5;4 583,33;22 916,65;DAMG;Siège;Achat produit d'entretien mois de Mars 2025;KIB012503FACL103883;
45722DIV0048;06/03/2025;DIV0048;Mouchoir;SUZY;NONLA;divers;0;KIBO;2;4 916,67;9 833,34;DAMG;Siège;Achat produit d'entretien mois de Mars 2025;KIB012503FACL103883;
45722Prod0017;06/03/2025;Prod0017;Loyer immeuble Gateway ;SUZY;NONLA;Prestation;0;TCM (FILATEX);1;89 060 316,68;89 060 316,68;DAMG;Siège;Loyer immeuble GATEWAY Janv 25;FL250179;
45722Prod0017;06/03/2025;Prod0017;Loyer immeuble Gateway ;SUZY;NONLA;Prestation;0;TCM (FILATEX);1;87 032 463,26;87 032 463,26;DAMG;Siège;Loyer immeuble GATEWAY FEV 25;FL250180;
45722Prod0017;06/03/2025;Prod0017;Loyer immeuble Gateway ;SUZY;NONLA;Prestation;0;TCM (FILATEX);1;89 139 650,83;89 139 650,83;DAMG;Siège;Loyer immeuble GATEWAY Mars25;FL250181;
45722Prod0006;06/03/2025;Prod0006;Cantine personnel AFG;SUZY;NONLA;Prestation de cantine;0;FRESH DELIVERY;601;10 000,00;6 010 000,00;DAMG;Siège;Cantine personnel pour le mois de fev 25;003/25/BQ;
45722FNR0011;06/03/2025;FNR0011;Cahier PF;SUZY;NONLA;Fournitures de bureau;0;CHANDARANA;12;2 417,00;29 004,00;DAMG;Siège;Achat de fourniture de bureau mois de Mars25;CC1/24628;
45722FNR0025;06/03/2025;FNR0025;Sous chemises assortis;SUZY;NONLA;Fournitures de bureau;0;CHANDARANA;750;112;84 000,00;DAMG;Siège;Achat de fourniture de bureau mois de Mars25;CC1/24628;
45722FNR0040;06/03/2025;FNR0040;Bloc notes A5 150 pages;SUZY;NONLA;Fournitures de bureau;0;CHANDARANA;40;2 200,00;88 000,00;DAMG;Siège;Achat de fourniture de bureau mois de Mars25;CC1/24628;
45722FNR0041;06/03/2025;FNR0041;Bloc notes A4 150 pages;SUZY;NONLA;Fournitures de bureau;0;CHANDARANA;10;3 900,00;39 000,00;DAMG;Siège;Achat de fourniture de bureau mois de Mars25;CC1/24628;
45722DIV0012;06/03/2025;DIV0012;Nuvan;SUZY;NONLA;Divers;0;SOMAPRO;5;6 250,00;31 250,00;DAMG;Siège;Achat de produit d'entretien mois de Mars25;FAC/2025/1186;
45722DIV0002;06/03/2025;DIV0002;Gel main 500ml;SUZY;NONLA;Divers;0;SOMAPRO;1;68 658,33;68 658,33;DAMG;Siège;Achat de produit d'entretien mois de Mars25;FAC/2025/1186;
45722DIV0026;06/03/2025;DIV0026;Lave-Main bidon;SUZY;NONLA;Divers;0;SOMAPRO;2;18 700,00;37 400,00;DAMG;Siège;Achat de produit d'entretien mois de Mars25;FAC/2025/1186;
45722FNR0040;06/03/2025;FNR0040;Bloc notes A5 150 pages;SUZY;NONLA;Fournitures de bureau;0;OFFICE TRADING;21;2 600,00;54 600,08;DAMG;Siège;Achat de fourniture de bureau mois de Mars 2025;FAOFT/2025/00338;
45722FNR0003;06/03/2025;FNR0003;Stylo bleu;SUZY;NONLA;Fournitures de bureau;0;OFFICE TRADING;21;450;9 450,00;DAMG;Siège;Achat de fourniture de bureau mois de Mars 2025;FAOFT/2025/00338;
45722FNR0019;06/03/2025;FNR0019;Elastique 250grs;SUZY;NONLA;Fournitures de bureau;0;OFFICE TRADING;10;6 500,00;65 000,04;DAMG;Siège;Achat de fourniture de bureau mois de Mars 2025;FAOFT/2025/00338;
45722FNR0013;06/03/2025;FNR0013;Cahier de transmission;SUZY;NONLA;Fournitures de bureau;0;OFFICE TRADING;10;6 000,00;60 000,00;DAMG;Siège;Achat de fourniture de bureau mois de Mars 2025;FAOFT/2025/00338;
45723CONS0014;07/03/2025;CONS0014;Encre HP106A Noir;SUZY;NONLA;Consommable;;Touskinfo;5;230 000,00;1 150 000,00;DAMG;Siège;Achat toner mars 2025;07032025-141;
45723CONS0015;07/03/2025;CONS0015;Encre HP415A Black ;SUZY;NONLA;Consommable;0;Touskinfo;2;300 000,00;600 000,00;DAMG;Siège;Achat toner mars 2025;07032025-141;
45723CONS0018;07/03/2025;CONS0018;Encre HP415A Magenta;SUZY;NONLA;Consommable;0;Touskinfo;1;300 000,00;300 000,00;DAMG;Siège;Achat toner mars 2025;07032025-141;
45726prod0126;10/03/2025;prod0126;Assurance Santé staff;NONLA;NONLA;prestation;0;AFG ASSUR Madagascar;1;3 147 606,00;3 147 606,00;DAMG;Siège;Incorporation assurance santé de Niaina DCE;300586-1-032025;
45726Prod0014;10/03/2025;Prod0014;Jirama eau et éléctricité;SUZY;NONLA;Prestation;0;JIRAMA;1;1 167 249,77;1 167 249,77;DAMG;Agence Andranomena;Jirama électricité agence andranomena fev25;2,56E+14;
45726IMP0013;10/03/2025;IMP0013;Stylos bleus avec Logo imprimé;CATHY;CATHY;Travaux d'impressions et publicité;0;TITI STORE;200;2 500,00;500 000,00;DMC;Siège;Confection de goodies mois de Mars 2025;0019/25;
45726IMP0056;10/03/2025;IMP0056;Porte clé personnalisé;CATHY;CATHY;Travaux d'impressions et publicité;0;TITI STORE;200;2 500,00;500 000,00;DMC;Siège;Confection de goodies mois de Mars 2025;0019/25;
45726IMP0052;10/03/2025;IMP0052;Casquette personnalisé;CATHY;CATHY;Travaux d'impressions et publicité;0;TITI STORE;100;900;90 000,00;DMC;Siège;Confection de goodies mois de Mars 2025;0019/25;
45727prod0125;11/03/2025;prod0125;Assurance Global de banque;NONLA;NONLA;prestation;0;AFG ASSUR Madagascar;1;140 134 500,00;140 134 500,00;DAMG;Siège;Assurance Global de Banque pour la période 11/03/25 au 10/03/2026;100698-032025;
45727DIV0017;11/03/2025;DIV0017;Eau vive 50cl;SUZY;NONLA;Divers;0;WIDISTRI;300;1 075,00;322 500,00;DAMG;Siège;Achat de natur'eau 0,5l;CPT9380325;
45727DIV0013;11/03/2025;DIV0013;Recharge Bonbonne d'eau;SUZY;NONLA;Divers;0;WIDISTRI;15;25 000,00;375 000,00;DAMG;Siège;Recharge bonbonne d'eau du 11/03/2025 au 18/03/2025;CPT9310325;
45727DIV0013;11/03/2025;DIV0013;Recharge Bonbonne d'eau;SUZY;NONLA;Divers;0;WIDISTRI;15;25 000,00;375 000,00;DAMG;Siège;Recharge bonbonne d'eau du 11/03/2025 au 18/03/2025;CPT9380325;
45727DIV0013;11/03/2025;DIV0013;Recharge Bonbonne d'eau;SUZY;NONLA;Divers;0;WIDISTRI;15;25 000,00;375 000,00;DAMG;Siège;Recharge de 15 bonbonnes d'eau du 11/03/2025 au 18/03/2025;CPT9310325;
45727EV015;11/03/2025;EV015;Entretien vehicule 50 000 km;SUZY;NONLA;Entretien vehicule;0;Madauto;1;665 850,00;665 850,00;DAMG;Siège;Entretien 50 000 km de la voiture 0156 TBU de Edgard;10AF069943;
45728prod0126;12/03/2025;prod0126;Assurance Santé staff;NONLA;NONLA;prestation;0;AFG ASSUR Madagascar;1;755 260,67;755 260,67;DAMG;Siège;Incorporation assurance santé de Mikkelsen et famille Andrianarisoa Afg ASSUR Montant total: 2 265 782;300586-2-032025;
45728Prod0014;12/03/2025;Prod0014;Jirama eau et éléctricité;SUZY;NONLA;Prestation;0;JIRAMA;1;6 512 341,20;6 512 341,20;DAMG;Siège;Jirama eau mois de Fev25;2,32E+14;
45729CONS0014;13/03/2025;CONS0014;Encre HP106A Noir;SUZY;NONLA;Consommable;0;Touskinfo;5;230 000,00;1 150 000,00;DAMG;Siège;Achat Toner HP106A: 3 (6) 1(Accueil) 1 (Lynda) le reste stock;CONS1205/25;
45729CONS0015;13/03/2025;CONS0015;Encre HP415A Black ;SUZY;NONLA;Consommable;0;Touskinfo;2;300 000,00;600 000,00;DAMG;Siège;Achat Toner HP106A: 3 (6) 1(Accueil) 1 (Lynda) le reste stock;CONS1205/25;
45729CONS0018;13/03/2025;CONS0018;Encre HP415A Magenta;SUZY;NONLA;Consommable;0;Touskinfo;1;300 000,00;300 000,00;DAMG;Siège;Achat Toner HP106A: 3 (6) 1(Accueil) 1 (Lynda) le reste stock;CONS1205/25;
45729Prod0040;13/03/2025;Prod0040;Sécurisation et gardienage;MARIA;NONLA;Prestation;0;SSSM;1;5 185 920,00;5 185 920,00;DAMG;Agence Colbert;Gardiennage Agence Colberrt mois de mars 25;58310/A;
45729Prod0040;13/03/2025;Prod0040;Sécurisation et gardienage;MARIA;NONLA;Prestation;0;SSSM;1;11 135 558,00;11 135 558,00;DAMG;Siège;Gardiennage résidence COMEX mars 25 dont 2514996Ar part de AFG;58306/A;
45729Prod0040;13/03/2025;Prod0040;Sécurisation et gardienage;MARIA;NONLA;Prestation;0;SSSM;1;11 658 320,00;11 658 320,00;DAMG;Siège;Gardiennage Siège, GAB sige et local Andranomena pour le mois de de Mars 2025;58300/A;
45729Prod0040;13/03/2025;Prod0040;Sécurisation et gardienage;MARIA;NONLA;Prestation;0;SSSM;1;6 482 400,00;6 482 400,00;DAMG;Agence Tamatave;Gardiennage Agence Tamatave Mars 25;39202/T;
45729Prod0040;13/03/2025;Prod0040;Sécurisation et gardienage;MARIA;NONLA;Prestation;0;SSSM;1;7 432 704,00;7 432 704,00;DAMG;Siège;Gardiennage GAB Hors site BUT/ BALI tower/ Total Ankadimbahoaka mars25;58303/A;
45729Pmat0036;13/03/2025;Pmat0036;Switch à 5 ports;NALI AIME;NALI AIME;Petits matériels;0;SET;1;43 200,00;43 200,00;DSI;Agence Colbert;Achat de Switch pour visualisation GFA Colbert  mars 25;2025/013505;
45729MAT008;13/03/2025;MAT008;Ecran;NALI AIME;NALI AIME;Matériels informatiques;0;SET;2;1 044 000,00;2 088 000,00;DSI;Agence Colbert;Achat de Moniteur pour visualisation vidéosurveillance  Colbert  mars 25;2025/013505;
45729Pmat0043;13/03/2025;Pmat0043;Destructeur des cartes PVC;MARIA;NONLA;Petits matériels;0;SODIM;1;1 109 410,01;1 109 410,01;DAMG;Siège;Achat de destructeur de bureau pouvant detruire les cartes PVC;F831142;
45729FNR0003;13/03/2025;FNR0003;Stylo bleu;SUZY;NONLA;Fournitures de bureau;0;SODIM;100;376,2;37 620,00;DAMG;Siège;Achat de fourniture de bureau mois de Mars25;F831137;
45729FNR0020;13/03/2025;FNR0020;Corbeille à ordures bureau;SUZY;NONLA;Fournitures de bureau;0;SODIM;10;10 146,00;101 460,00;DAMG;Siège;Achat de fourniture de bureau mois de Mars25;F831137;
45729FNR0031;13/03/2025;FNR0031;Agrafes 24/6;SUZY;NONLA;Fournitures de bureau;0;SODIM;10;1 037,40;10 374,00;DAMG;Siège;Achat de fourniture de bureau mois de Mars25;F831137;
45729FNR0046;13/03/2025;FNR0046;Papier photocopie A4;SUZY;NONLA;Fournitures de bureau;0;SODIM;35;21 888,00;766 080,00;DAMG;Siège;Achat de fourniture de bureau mois de Mars25;F831137;
45729FNR0011;13/03/2025;FNR0011;Cahier PF;SUZY;NONLA;Fournitures de bureau;0;SODIM;10;1 300,00;1 482,00;DAMG;Siège;Achat de fourniture de bureau mois de Mars25;F831137;
45730Prod0014;14/03/2025;Prod0014;Jirama eau et éléctricité;SUZY;NONLA;Prestation;0;JIRAMA;1;741 929,90;741 929,90;DAMG;Siège;Eau siège facture mars 2025;232 250 325 061 797;
45730Pmat0042;14/03/2025;Pmat0042;extendeurs;NALI AIME;NALI AIME;Petits matériels;0;ALTRADISS;1;195 000,00;195 000,00;DSI;Siège;Achat extendeurs HDMI Sendeur;FA0261-03-25;
45730Pmat0042;14/03/2025;Pmat0042;extendeurs;NALI AIME;NALI AIME;Petits matériels;0;ALTRADISS;2;195 000,00;390 000,00;DSI;Siège;Achat extendeurs HDMI Receiver;FA0261-03-25;
45730Prod0021;14/03/2025;Prod0021;Location véhicule;SUZY;NONLA;Transport;0;MBAC;1;1 000 000,00;1 000 000,00;DAMG;Siège;Location voiture MG;20250214-27;
45730DIV004;14/03/2025;DIV004;Goodies VIP;CATHY;CATHY;divers;0;Easy Gift and Goodies;1;2 892 700,00;2 892 700,00;DMC;Siège;Confection de 75 coffret avec panier à l'occasion du RAMADAN;EGD890;
45731Prod0007;15/03/2025;Prod0007;Mise à disposition intérimaires ;NONLA;NONLA;Prestation interimaires;0;EQUITY TRADE (IABI job service);1;19 233 669,00;19 233 669,00;DAMG;Siège;Mise à disposition intérimaires IABI pour le mois de mars 25;F.2025.0014;
45731Prod0021;15/03/2025;Prod0021;Location véhicule;SUZY;NONLA;Transport;0;MBAC;1;1 000 000,00;1 000 000,00;DAMG;Siège;Location de voiture KIA pride bleu du 01/03/2025a au 15/03/2025;20250315-25 AFG;
45732Prod0001;16/03/2025;Prod0001;prestation ménage;SUZY;NONLA;prestation ménage;0;RAO;1;550 000,00;550 000,00;DAMG;Agence Colbert;Ménage de l'agence Colbert Mars 25;245AC/03/2025;
45734DIV0013;18/03/2025;DIV0013;Recharge Bonbonne d'eau;SUZY;NONLA;Divers;0;WIDISTRI;13;25 000,00;325 000,00;DAMG;Siège;Recharge bonbonne d'eau du 18/03/2025 au 24/03/2025;CPT17270325;
45734DIV0013;18/03/2025;DIV0013;Recharge Bonbonne d'eau;SUZY;NONLA;Divers;0;WIDISTRI;13;25 000,00;325 000,00;DAMG;Siège;Recharge de 13 bonbonne d'eau pour la période de 18/03 au 24/03 ;CPT17270325;
45735DIV0008;19/03/2025;DIV0008;Papier Toilette;SUZY;NONLA;Divers;0;KIBO;20;21 900,00;438 000,00;DAMG;Siège;Achat papier de toilette pour mois de mars25;KIB012503FACLI12964;
45735DIV004;19/03/2025;DIV004;Goodies VIP;SUZY;NONLA;divers;0;Arona;1;470 400,00;470 400,00;DAMG;Siège;Goodies Vip;313163;
45735DIV004;19/03/2025;DIV004;Goodies VIP;SUZY;NONLA;divers;0;GRM;1;90 000,00;90 000,00;DAMG;Siège;Goodies Vip;GRM00086;
45735DVI0049;19/03/2025;DVI0049;Porte carte personnalisé;CATHY;CATHY;divers;0;Bluebird;200;5 000,00;1 000 000,00;DMC;Siège;Achat de porte carte personnalisé Goodies;P0390325-BB;
45735prod0130;19/03/2025;prod0130;Location imprimante 6 ème etage ;SUZY;NONLA;prestation;0;Hôtel Plus;1;382 500,00;382 500,00;DAMG;Siège;Location imprimante sharp;FA2500658;
45736Prod0001;20/03/2025;Prod0001;prestation ménage;MARIA;NONLA;prestation ménage;0;PRONET ;1;1 300 000,00;1 300 000,00;DAMG;Agence Tamatave;Ménage de l'Agence Tamatave Mars 2025;147/25-NA;
45736IMP0036;20/03/2025;IMP0036;Liasse demande de Chequier 21*7,5cm;SUZY;NONLA;Travaux d'impressions et publicité;0;Sigline Madagascar;1;2 600 000,00;2 600 000,00;DAMG;Siège;Reste à payer achat chequiers;023/2023/2505-mat;
45738prod0126;22/03/2025;prod0126;Assurance Santé staff;CATHY;CATHY;prestation;0;Soci2t2 hotelière du Parc (Au bois vert);1;11 205 000,00;11 205 000,00;DMC;Siège;"Location lieu et repas retraite stratégique ""Middle management du 22 Mars 2025""";383/03/25'BV;
45741DIV0013;25/03/2025;DIV0013;Recharge Bonbonne d'eau;SUZY;NONLA;Divers;0;WIDISTRI;13;25 000,00;325 000,00;DAMG;Siège;Recharge bonbonne d'eau du 25/03/2025 au 01/04/2025;CPT26370325;
45741DIV0013;25/03/2025;DIV0013;Recharge Bonbonne d'eau;SUZY;NONLA;Divers;0;WIDISTRI;13;25 000,00;325 000,00;DAMG;Siège;Recharge de 13 bonbonne d'eau pour la semaine du 25/03/2025 au 01/04/2025;CFP26370325;
45742prod0110;26/03/2025;prod0110;loyer digital corner analamahitsy;SUZY;NONLA;prestation;0;DTM Sarl;1;2 284 590,00;2 284 590,00;DAMG;GAB Analamahitsy;Loyer GAB Analamahitsy mois d'Avril;BT/DTM/FAC/BD/009/2025;
45742DIV0018;26/03/2025;DIV0018;Cafe Nespresso ;SUZY;NONLA;Divers;0;ELECTROPLUS;12;35 000,00;420 000,00;DAMG;Siège;Achat de 10 boîtes de café Nespresso;FC0400744;
45744DIV004;28/03/2025;DIV004;Goodies VIP;CATHY;CATHY;divers;0;Goodies Land;50;60 000,00;3 000 000,00;DMC;Siège;Confection de coffret goodies Land pour le client VIP;;
45744TM0003;28/03/2025;TM0003;Electricité;SUZY;NONLA;Travaux et maintenance;0;DTM Sarl;1;2 038 400,00;2 038 400,00;DAMG;Siège;Eléctricité mois de Mars 2025;BT-DTM/FAC/BD/001/2025;
45746prod0110;30/03/2025;prod0110;loyer digital corner analamahitsy;SUZY;DAMG;prestation;0;DTM Sarl;1;2 284 590,00;2 284 590,00;DAMG;GAB Analamahitsy;Loyer du local GAB But pour le mois de Mai 2025;BT-DTM/FAC/bd/012/2025;
45747Prod0021;31/03/2025;Prod0021;Location véhicule;SUZY;NONLA;Transport;0;MBAC;1;7 750 000,00;7 750 000,00;DAMG;Siège;Location de voiture Kia Sorento période du 01/03/2025 au 31/03/2025;N20250331-30 AFG;
45747Prod0021;31/03/2025;Prod0021;Location véhicule;SUZY;NONLA;Transport;0;MBAC;1;1 100 000,00;1 100 000,00;DAMG;Siège;Location de voiture Kia pride période du 16/03/2025 au 31/03/2025;20250331-29 Afg ;
45748Prod0018;01/04/2025;Prod0018;Abonnement Refinitiv;SERGE;SERGE;Prestation;0;REFINITIV;1;38 188 330,20;38 188 330,20;DTRESO;Siège;Abonnement refinitiv pour le 01 avril au 30 Juin 2025 montant GBP 6376,02;902571439;
45748Prod0053;01/04/2025;Prod0053;Abonnement puce Orange;NALI AIME;NALI AIME;Prestation ;0;ORANGE;2;424 170,24;848 340,48;DSI;Siège;Abonnement de 02 puces orange mois de Mars 2025;1665248;
45748Prod0053;01/04/2025;Prod0053;Abonnement puce Orange;NALI AIME;NALI AIME;Prestation ;0;ORANGE;2;369 468,08;738 936,16;DSI;Siège;Abonnement de 02 puces orange mois d' Avril 2025;1708943;
45748Prod0055;01/04/2025;Prod0055; Connexion internet;NALI AIME;NALI AIME;internet;0;AIRTEL;1;921 456,00;921 456,00;DSI;GAB Analamahitsy;Visa de la logistique interco GAB But pour le mois de Mars 2025;950 000 044 975 637;
45748Prod0075;01/04/2025;Prod0075; SIP Trunk (tel fixe sortant);NALI AIME;NALI AIME;Prestation;0;AIRTEL;1;42 310,00;42 310,00;DSI;Siège;Forfait mensualité du SIP Trunk mois de Mars 2025;950 000 044 975 626;
45748Prod0055;01/04/2025;Prod0055; Connexion internet;NALI AIME;NALI AIME;internet;0;AIRTEL;1;7 205 000,00;7 205 000,00;DSI;Siège;Interco des Sites Ankorondrano - Tamatave et Antaninarenina pour le mois de Mars 2025;950 000 044 975 626;
45748Prod0014;01/04/2025;Prod0014;Jirama eau et éléctricité;SUZY;NONLA;Prestation;0;SIRR;1;195 081,16;195 081,16;DAMG;Siège;Jirama Gab But;F2500659;
45748prod0101;01/04/2025;prod0101;Loyer GAB BUT ;SUZY;NONLA;Prestation;0;SIRR;1;750 000,00;750 000,00;DAMG;GAB BUT;Loyer GAB But mois d'Avril;FA2500658;
45748DIV0013;01/04/2025;DIV0013;Recharge Bonbonne d'eau;SUZY;NONLA;Divers;0;WIDISTRI;13;25 000,00;325 000,00;DAMG;Siège;Recharge de bonbonne d'eau du 01/04/2025;CPT32600325;
45748Prod0055;01/04/2025;Prod0055; Connexion internet;NALI AIME;NALI AIME;internet;0;AIRTEL;1;28 931 709,60;28 931 709,60;DSI;Siège;Back-up internet siège Avril25;CX/FM/25/0729;
45752Prod0023;05/04/2025;Prod0023;Cocktail et restauration diverses;SUZY;NONLA;Restaurants;0;Ny Sakafontsika;1;1 560 000,00;1 560 000,00;DAMG;Siège;Petit déjeuner reboisement;25EM035;
45754pmat0041;07/04/2025;pmat0041;Tapis;MARIA;NONLA;Petits matériels;0;BUT;1;; -   ;;;;;
45755Prod0012;08/04/2025;Prod0012;Recrutement;SUZY;NONLA;Prestation;0;EQUITY TRADE (IABI job service);1;1 030 000,00;1 030 000,00;DAMG;Siège;Recrutement Fenohasina;FAA247922;
45755FNR0003;08/04/2025;FNR0003;Stylo bleu;SUZY;NONLA;Fournitures de bureau;0;SODIM;100;376,2;37 620,00;DAMG;Siège;Achat de fourniture mois de Mars 2025;F832367;
45755FNR0006;08/04/2025;FNR0006;Stylo noir;SUZY;NONLA;Fournitures de bureau;0;SODIM;50;376,2;18 810,00;DAMG;Siège;Achat de fourniture mois de Mars 2025;F832367;
45755FNR0004;08/04/2025;FNR0004;Stylo rouge;SUZY;NONLA;Fournitures de bureau;0;SODIM;50;376,2;18 810,00;DAMG;Siège;Achat de fourniture mois de Mars 2025;F832367;
45755FNR0005;08/04/2025;FNR0005;Stylo vert;SUZY;NONLA;Fournitures de bureau;0;SODIM;50;376,2;18 810,00;DAMG;Siège;Achat de fourniture mois de Mars 2025;F832367;
45755FNR0013;08/04/2025;FNR0013;Cahier de transmission;SUZY;NONLA;Fournitures de bureau;0;SODIM;20;24 122,40;482 448,00;DAMG;Siège;Achat de fourniture mois de Mars 2025;F832367;
45755FNR0029;08/04/2025;FNR0029;Pochette perforée A4;SUZY;NONLA;Fournitures de bureau;0;SODIM;1250;240;300 000,00;DAMG;Siège;Achat de fourniture mois de Mars 2025;F832367;
45755FNR0046;08/04/2025;FNR0046;Papier photocopie A4;SUZY;NONLA;Fournitures de bureau;0;SODIM;80;21 888,00;1 751 040,00;DAMG;Siège;Achat de fourniture mois de Mars 2025;F832367;
45755FNR0057;08/04/2025;FNR0057;Carton d'archive dos 15;SUZY;NONLA;Fournitures de bureau;0;SODIM;50;4 350,00;217 500,00;DAMG;Siège;Achat de fourniture mois de Mars 2025;F832367;
